,PRICE,BRAND,YEAR,COLOR,STATE
1673,25300,FORD,2019,SILVER,MICHIGAN
1674,24900,FORD,2019,WHITE,VIRGINIA
1675,20300,FORD,2012,WHITE,MISSOURI
1676,23400,FORD,2020,GRAY,MICHIGAN
1677,14600,FORD,2019,SILVER,VIRGINIA
1678,25500,FORD,2019,SILVER,VIRGINIA
1679,14700,FORD,2019,WHITE,VIRGINIA
1680,33700,FORD,2019,WHITE,VIRGINIA
1681,33400,FORD,2019,GRAY,VIRGINIA
1682,34000,FORD,2019,BLACK,MICHIGAN
1683,17500,FORD,2019,WHITE,VIRGINIA
1684,14100,FORD,2019,WHITE,MICHIGAN
1685,30000,FORD,2019,BLACK,VIRGINIA
1686,16500,FORD,2019,RED,MICHIGAN
1687,30600,FORD,2019,GRAY,VIRGINIA
1688,12800,FORD,2019,SILVER,NEVADA
1689,26000,FORD,2019,WHITE,VIRGINIA
1690,46000,FORD,2019,BLACK,TEXAS
1691,28500,FORD,2019,WHITE,VIRGINIA
1692,24300,FORD,2019,SILVER,NEVADA
1693,29000,FORD,2019,NO_COLOR,TEXAS
1694,15300,FORD,2019,BLACK,NEVADA
1695,27900,FORD,2019,WHITE,NEW MEXICO
1696,24700,FORD,2019,BLACK,NEVADA
1697,14400,FORD,2019,BLACK,TEXAS
1698,15000,FORD,2019,WHITE,NEVADA
1699,17200,FORD,2014,BLACK,FLORIDA
1700,12800,FORD,2019,WHITE,NEVADA
1701,46900,FORD,2020,GRAY,VIRGINIA
1702,2800,FORD,2013,GRAY,FLORIDA
1703,16200,FORD,2019,BLACK,NEVADA
1704,25200,FORD,2020,BLACK,VIRGINIA
1705,34800,FORD,2019,SILVER,NEVADA
1706,52000,FORD,2019,WHITE,TEXAS
1707,26000,FORD,2017,WHITE,TEXAS
1708,40600,FORD,2019,WHITE,NEVADA
1709,55000,FORD,2019,NO_COLOR,TEXAS
1710,5000,FORD,2015,BLACK,TEXAS
1711,36400,FORD,2019,BLACK,NEVADA
1712,7500,FORD,2015,WHITE,TEXAS
1713,14700,FORD,2019,SILVER,NEVADA
1714,43900,FORD,2020,NO_COLOR,SOUTH CAROLINA
1715,6400,FORD,2013,RED,TEXAS
1716,41100,FORD,2019,SILVER,NEVADA
1717,23000,FORD,2013,WHITE,TEXAS
1718,13900,FORD,2019,BLUE,NEVADA
1719,19000,FORD,2012,WHITE,TEXAS
1720,34800,FORD,2019,WHITE,NEVADA
1721,22000,FORD,2012,WHITE,TEXAS
1722,16300,FORD,2019,WHITE,NEVADA
1723,18800,FORD,2019,GREEN,VIRGINIA
1724,13000,FORD,2012,WHITE,TEXAS
1725,40900,FORD,2019,BLACK,NEVADA
1726,47000,FORD,2019,GRAY,VIRGINIA
1727,12800,FORD,2017,RED,WISCONSIN
1728,25500,FORD,2019,GRAY,NEVADA
1729,17800,FORD,2019,BLACK,VIRGINIA
1730,25700,FORD,2019,BLACK,NEVADA
1731,17200,FORD,2019,WHITE,VIRGINIA
1732,35000,FORD,2019,WHITE,NEW JERSEY
1733,28800,FORD,2019,WHITE,NEVADA
1734,39200,FORD,2019,BLACK,TENNESSEE
1735,13600,FORD,2019,GRAY,PENNSYLVANIA
1736,24200,FORD,2019,BLACK,NEVADA
1737,46900,FORD,2019,GRAY,VIRGINIA
1738,26500,FORD,2019,GRAY,PENNSYLVANIA
1739,24700,FORD,2019,SILVER,NEVADA
1740,12600,FORD,2017,GRAY,NEW JERSEY
1741,31800,FORD,2019,RED,NEVADA
1742,24500,FORD,2019,WHITE,NEVADA
1743,26000,FORD,2019,WHITE,VIRGINIA
1744,21000,FORD,2017,GRAY,PENNSYLVANIA
1745,22500,FORD,2019,WHITE,NEVADA
1746,7700,FORD,2017,BLACK,PENNSYLVANIA
1747,23100,FORD,2019,RED,NEVADA
1748,9200,FORD,2017,WHITE,PENNSYLVANIA
1749,19600,FORD,2019,GRAY,NEVADA
1750,11700,FORD,2016,BLACK,PENNSYLVANIA
1751,27300,FORD,2019,BLUE,NEVADA
1752,14300,FORD,2016,WHITE,PENNSYLVANIA
1753,23600,FORD,2019,WHITE,NEVADA
1754,6200,FORD,2016,GRAY,PENNSYLVANIA
1755,22400,FORD,2019,WHITE,NEVADA
1756,5700,FORD,2016,BLACK,PENNSYLVANIA
1757,23600,FORD,2019,WHITE,NEVADA
1758,4600,FORD,2016,GRAY,PENNSYLVANIA
1759,37500,FORD,2019,SILVER,NEVADA
1760,10700,FORD,2016,WHITE,PENNSYLVANIA
1761,31900,FORD,2019,BLACK,NEVADA
1762,31600,FORD,2019,BLACK,GEORGIA
1763,12600,FORD,2018,GRAY,NEVADA
1764,5300,FORD,2013,GRAY,PENNSYLVANIA
1765,3900,FORD,2018,BLUE,NEVADA
1766,13000,FORD,2015,GRAY,FLORIDA
1767,11800,FORD,2018,BLACK,NEVADA
1768,24600,FORD,2019,BLACK,GEORGIA
1769,14500,FORD,2014,BLACK,FLORIDA
1770,24300,FORD,2018,SILVER,NEVADA
1771,12300,FORD,2018,WHITE,NEVADA
1772,14800,FORD,2016,BLUE,NEW JERSEY
1773,17100,FORD,2018,SILVER,NEVADA
1774,6800,FORD,2016,NO_COLOR,NEW JERSEY
1775,20300,FORD,2018,BLUE,CONNECTICUT
1776,26300,FORD,2018,SILVER,NEW YORK
1777,22500,FORD,2016,SILVER,NEVADA
1778,41200,FORD,2019,GRAY,TENNESSEE
1779,20400,FORD,2017,GRAY,FLORIDA
1780,49900,FORD,2019,BLACK,VIRGINIA
1781,12100,FORD,2017,SILVER,NEW YORK
1782,24000,FORD,2016,BLUE,FLORIDA
1783,9500,FORD,2017,WHITE,NEW YORK
1784,9000,FORD,2017,SILVER,NEW JERSEY
1785,9800,FORD,2017,WHITE,NEW JERSEY
1786,7800,FORD,2017,SILVER,CONNECTICUT
1787,17200,FORD,2017,WHITE,NEW YORK
1788,18800,FORD,2017,GRAY,NEW YORK
1789,9800,FORD,2014,WHITE,CALIFORNIA
1790,7000,FORD,2013,GRAY,FLORIDA
1791,44000,FORD,2019,GRAY,NEVADA
1792,23400,FORD,2019,WHITE,TEXAS
1793,30700,FORD,2019,WHITE,TEXAS
1794,15600,FORD,2019,BLACK,SOUTH CAROLINA
1795,22600,FORD,2019,WHITE,TEXAS
1796,22900,FORD,2019,WHITE,SOUTH CAROLINA
1797,22800,FORD,2019,WHITE,TEXAS
1798,22700,FORD,2019,WHITE,SOUTH CAROLINA
1799,23000,FORD,2019,WHITE,TEXAS
1800,22700,FORD,2019,WHITE,SOUTH CAROLINA
1801,23000,FORD,2019,WHITE,NORTH CAROLINA
1802,34400,FORD,2019,GRAY,SOUTH CAROLINA
1803,36500,FORD,2016,GRAY,NEVADA
1804,23100,FORD,2019,WHITE,SOUTH CAROLINA
1805,23300,FORD,2019,WHITE,SOUTH CAROLINA
1806,22600,FORD,2019,WHITE,NORTH CAROLINA
1807,4500,FORD,2016,GRAY,MISSISSIPPI
1808,23000,FORD,2019,WHITE,NORTH CAROLINA
1809,8000,FORD,2014,WHITE,MISSISSIPPI
1810,11500,FORD,2019,SILVER,NORTH CAROLINA
1811,9400,FORD,2017,NO_COLOR,SOUTH CAROLINA
1812,23000,FORD,2019,WHITE,NORTH CAROLINA
1813,2800,FORD,2012,BLACK,CALIFORNIA
1814,22600,FORD,2019,WHITE,NORTH CAROLINA
1815,23000,FORD,2019,WHITE,NORTH CAROLINA
1816,5200,FORD,2016,BLACK,SOUTH CAROLINA
1817,19200,FORD,2017,GRAY,TEXAS
1818,10100,FORD,2017,RED,TEXAS
1819,6200,FORD,2015,BLACK,SOUTH CAROLINA
1820,14000,FORD,2016,WHITE,TEXAS
1821,5000,FORD,2015,GRAY,SOUTH CAROLINA
1822,9200,FORD,2016,RED,TEXAS
1823,14700,FORD,2016,BLACK,TEXAS
1824,3000,FORD,2014,SILVER,SOUTH CAROLINA
1825,30200,FORD,2015,RED,TEXAS
1826,3800,FORD,2013,BLACK,SOUTH CAROLINA
1827,3200,FORD,2013,SILVER,SOUTH CAROLINA
1828,21500,FORD,2015,NO_COLOR,TEXAS
1829,4900,FORD,2016,WHITE,CALIFORNIA
1830,23000,FORD,2017,SILVER,COLORADO
1831,11200,FORD,2014,NO_COLOR,TEXAS
1832,10400,FORD,2014,WHITE,CALIFORNIA
1833,13200,FORD,2014,BLACK,TEXAS
1834,5200,FORD,2013,SILVER,TEXAS
1835,10500,FORD,2015,RED,NEW JERSEY
1836,11900,FORD,2013,WHITE,CALIFORNIA
1837,21200,FORD,2014,WHITE,TEXAS
1838,23500,FORD,2013,WHITE,CALIFORNIA
1839,4700,FORD,2013,WHITE,TEXAS
1840,11100,FORD,2014,BLUE,TEXAS
1841,22000,FORD,2015,WHITE,COLORADO
1842,14000,FORD,2013,BLACK,COLORADO
1843,9200,FORD,2013,WHITE,TEXAS
1844,23300,FORD,2019,SILVER,MINNESOTA
1845,21700,FORD,2012,GREEN,TEXAS
1846,11200,FORD,2012,BLUE,TEXAS
1847,11300,FORD,2018,GRAY,NORTH CAROLINA
1848,4200,FORD,2015,COLOR:,ILLINOIS
1849,10900,FORD,2018,GREEN,NORTH CAROLINA
1850,42300,FORD,2019,GRAY,FLORIDA
1851,10500,FORD,2014,WHITE,IDAHO
1852,43400,FORD,2019,GRAY,FLORIDA
1853,12500,FORD,2016,WHITE,IDAHO
1854,15900,FORD,2019,WHITE,MINNESOTA
1855,42500,FORD,2019,WHITE,FLORIDA
1856,15000,FORD,2015,WHITE,TEXAS
1857,24700,FORD,2019,BLUE,FLORIDA
1858,15500,FORD,2015,WHITE,TEXAS
1859,49000,FORD,2019,WHITE,MINNESOTA
1860,29000,FORD,2017,BLACK,TENNESSEE
1861,16800,FORD,2019,WHITE,FLORIDA
1862,51000,FORD,2019,RED,MINNESOTA
1863,16500,FORD,2019,WHITE,FLORIDA
1864,10000,FORD,2016,WHITE,TEXAS
1865,27900,FORD,2019,GRAY,FLORIDA
1866,23700,FORD,2019,GRAY,FLORIDA
1867,20000,FORD,2012,COLOR:,CALIFORNIA
1868,45600,FORD,2019,GRAY,FLORIDA
1869,6000,FORD,2012,WHITE,VIRGINIA
1870,15600,FORD,2019,BLACK,FLORIDA
1871,25000,FORD,2017,RED,MICHIGAN
1872,28500,FORD,2019,BLACK,FLORIDA
1873,8000,FORD,2014,YELLOW,FLORIDA
1874,19990,FORD,2016,BLACK,CONNECTICUT
1875,34400,FORD,2019,GRAY,FLORIDA
1876,30999,FORD,2016,SHADOW BLACK,CONNECTICUT
1877,41000,FORD,2019,BLACK,FLORIDA
1878,27999,FORD,2016,GRAY,MASSACHUSETTS
1879,42000,FORD,2019,BLACK,FLORIDA
1880,8000,FORD,2013,COLOR:,NEW JERSEY
1881,29795,FORD,2016,TRIPLE YELLOW TRI-COAT,CONNECTICUT
1882,24700,FORD,2019,BLACK,FLORIDA
1883,13995,FORD,2016,GRAY,NEW JERSEY
1884,2900,FORD,2015,SILVER,FLORIDA
1885,35400,FORD,2019,WHITE,FLORIDA
1886,24549,FORD,2016,SHADOW BLACK,NEW YORK
1887,8900,FORD,2014,SILVER,FLORIDA
1888,15800,FORD,2019,BLACK,FLORIDA
1889,18500,FORD,2016,BLACK,NEW YORK
1890,32000,FORD,2019,RED,MINNESOTA
1891,28300,FORD,2019,GRAY,FLORIDA
1892,10500,FORD,2019,BLUE,FLORIDA
1893,24970,FORD,2016,GREEN,NEW YORK
1894,13800,FORD,2019,BLUE,MINNESOTA
1895,2580,FORD,2012,WHITE,FLORIDA
1896,59975,FORD,2019,WHITE,FLORIDA
1897,2500,FORD,2012,WHITE,INDIANA
1898,28990,FORD,2016,TRIPLE YELLOW TRI-COAT,MASSACHUSETTS
1899,50000,FORD,2019,BLUE,MINNESOTA
1900,33800,FORD,2014,WHITE,KENTUCKY
1901,59975,FORD,2019,BLACK,FLORIDA
1902,2500,FORD,2013,GRAY,MINNESOTA
1903,46999,FORD,2016,MAGNETIC METALLIC,NEW JERSEY
1904,16700,FORD,2019,BLACK,MINNESOTA
1905,34700,FORD,2013,WHITE,KENTUCKY
1906,28900,FORD,2019,BLACK,FLORIDA
1907,30800,FORD,2016,RUBY RED METALLIC TINTED CLEARCOAT,NEW JERSEY
1908,27100,FORD,2019,SILVER,MINNESOTA
1909,13388,FORD,2012,BLACK,LOUISIANA
1910,26000,FORD,2019,BLUE,FLORIDA
1911,17900,FORD,2016,SHADOW BLACK,MASSACHUSETTS
1912,23400,FORD,2019,BLACK,MINNESOTA
1913,29800,FORD,2016,BLUE,ILLINOIS
1914,23700,FORD,2019,GRAY,FLORIDA
1915,1725,FORD,2012,BLACK,ILLINOIS
1916,33995,FORD,2016,BLACK,NEW JERSEY
1917,23500,FORD,2019,WHITE,MINNESOTA
1918,32500,FORD,2019,BLACK,FLORIDA
1919,2500,FORD,2016,BLUE,MISSISSIPPI
1920,39000,FORD,2019,BLACK,MINNESOTA
1921,11000,FORD,2018,GRAY,MASSACHUSETTS
1922,32500,FORD,2019,BLACK,FLORIDA
1923,800,FORD,2012,BLACK,MISSISSIPPI
1924,26900,FORD,2019,BLACK,MINNESOTA
1925,11200,FORD,2016,GRAY,NEW YORK
1926,21000,FORD,2018,RED,NEW YORK
1927,32000,FORD,2019,RED,MINNESOTA
1928,7300,FORD,2016,BLACK,CONNECTICUT
1929,12800,FORD,2018,BLACK,MISSOURI
1930,24190,FORD,2018,BLUE,MASSACHUSETTS
1931,29100,FORD,2019,RED,MINNESOTA
1932,29000,FORD,2017,RED,MASSACHUSETTS
1933,17300,FORD,2016,BLACK,NEW YORK
1934,19888,FORD,2018,INGOT SILVER METALLIC,NEW JERSEY
1935,31000,FORD,2019,WHITE,MINNESOTA
1936,37200,FORD,2017,BLACK,MASSACHUSETTS
1937,8600,FORD,2016,SILVER,NEW JERSEY
1938,24857,FORD,2018,SHADOW BLACK,MASSACHUSETTS
1939,23500,FORD,2019,GRAY,MINNESOTA
1940,26100,FORD,2018,WHITE,MISSISSIPPI
1941,10800,FORD,2016,BLUE,NEW YORK
1942,20995,FORD,2018,WHITE,NEW YORK
1943,29300,FORD,2019,WHITE,MINNESOTA
1944,33100,FORD,2018,GRAY,MISSISSIPPI
1945,13800,FORD,2016,GRAY,NEW JERSEY
1946,19498,FORD,2018,BLACK,NEW YORK
1947,14900,FORD,2019,GRAY,MINNESOTA
1948,8700,FORD,2016,BLACK,MASSACHUSETTS
1949,20600,FORD,2019,GRAY,FLORIDA
1950,5000,FORD,2018,WHITE,OKLAHOMA
1951,19995,FORD,2018,WHITE,NEW YORK
1952,14900,FORD,2019,SILVER,MINNESOTA
1953,19500,FORD,2016,BLACK,MASSACHUSETTS
1954,24500,FORD,2019,WHITE,FLORIDA
1955,15000,FORD,2018,WHITE,CALIFORNIA
1956,26985,FORD,2018,BLACK,NEW YORK
1957,31000,FORD,2019,WHITE,MINNESOTA
1958,24300,FORD,2017,SILVER,MISSISSIPPI
1959,16800,FORD,2019,GRAY,FLORIDA
1960,17200,FORD,2018,WHITE,CALIFORNIA
1961,34995,FORD,2018,RUBY RED,NEW YORK
1962,24300,FORD,2019,WHITE,MINNESOTA
1963,26400,FORD,2017,WHITE,MISSISSIPPI
1964,16800,FORD,2019,BLACK,FLORIDA
1965,15500,FORD,2018,BLACK,CALIFORNIA
1966,19440,FORD,2018,SILVER,NEW YORK
1967,16700,FORD,2019,SILVER,MINNESOTA
1968,29000,FORD,2017,BLUE,ALABAMA
1969,16100,FORD,2019,WHITE,FLORIDA
1970,17200,FORD,2018,WHITE,CALIFORNIA
1971,20950,FORD,2018,BLACK,NEW HAMPSHIRE
1972,46200,FORD,2017,NO_COLOR,ALABAMA
1973,29400,FORD,2019,WHITE,FLORIDA
1974,2825,FORD,2014,WHITE,MONTANA
1975,32999,FORD,2018,SHADOW BLACK,NEW JERSEY
1976,6600,FORD,2014,ORANGE,NEW JERSEY
1977,50200,FORD,2017,WHITE,ALABAMA
1978,28300,FORD,2019,WHITE,FLORIDA
1979,12000,FORD,2017,WHITE,CALIFORNIA
1980,32999,FORD,2018,ROYAL CRIMSON METALLIC TINTED CLEARCOAT,NEW JERSEY
1981,12600,FORD,2014,BLACK,NEW JERSEY
1982,5200,FORD,2017,RED,ALABAMA
1983,20500,FORD,2019,BLACK,FLORIDA
1984,1200,FORD,2012,RED,VIRGINIA
1985,35999,FORD,2018,KONA BLUE METALLIC,NEW JERSEY
1986,41000,FORD,2019,SILVER,MINNESOTA
1987,33100,FORD,2017,RED,MISSISSIPPI
1988,23500,FORD,2019,BLUE,FLORIDA
1989,18799,FORD,2015,RED,CONNECTICUT
1990,33999,FORD,2018,MAGNETIC METALLIC,NEW JERSEY
1991,35000,FORD,2019,WHITE,MINNESOTA
1992,26100,FORD,2017,WHITE,MISSISSIPPI
1993,15400,FORD,2019,WHITE,FLORIDA
1994,25998,FORD,2015,COLOR:,NEW YORK
1995,31831,FORD,2018,BLACK,NEW JERSEY
1996,40400,FORD,2019,BLACK,MINNESOTA
1997,15400,FORD,2013,SILVER,CONNECTICUT
1998,13500,FORD,2019,GRAY,FLORIDA
1999,25995,FORD,2015,WHITE,NEW HAMPSHIRE
2000,27990,FORD,2018,INGOT SILVER METALLIC,NEW YORK
2001,23985,FORD,2015,WHITE,NEW JERSEY
2002,27995,FORD,2018,GRAY,PENNSYLVANIA
2003,13995,FORD,2015,OXFORD WHITE,NEW YORK
2004,29988,FORD,2018,INGOT SILVER METALLIC,PENNSYLVANIA
2005,12995,FORD,2015,BLUE,NEW JERSEY
2006,21687,FORD,2018,LIGHTNING BLUE,PENNSYLVANIA
2007,25200,FORD,2016,WHITE,ALABAMA
2008,29590,FORD,2015,GREEN,NEW YORK
2009,28999,FORD,2018,INGOT SILVER,PENNSYLVANIA
2010,13942,FORD,2015,MAGNETIC METALLIC,NEW JERSEY
2011,15300,FORD,2018,SILVER,UTAH
2012,35400,FORD,2020,BLUE,OHIO
2013,32700,FORD,2016,SILVER,ALABAMA
2014,13995,FORD,2015,SILVER,NEW YORK
2015,1850,FORD,2014,BLACK,MICHIGAN
2016,15800,FORD,2012,GOLD,FLORIDA
2017,36000,FORD,2016,BLACK,MISSISSIPPI
2018,15495,FORD,2015,WHITE,NEW YORK
2019,21500,FORD,2012,RED,FLORIDA
2020,7200,FORD,2016,BLACK,ALABAMA
2021,17589,FORD,2015,RED,NEW JERSEY
2022,31700,FORD,2015,WHITE,ALABAMA
2023,31790,FORD,2015,ORANGE,NEW YORK
2024,18100,FORD,2015,WHITE,MISSISSIPPI
2025,14495,FORD,2015,WHITE,NEW JERSEY
2026,15000,FORD,2020,WHITE,ILLINOIS
2027,26400,FORD,2015,BLACK,MISSISSIPPI
2028,27990,FORD,2015,RED,MASSACHUSETTS
2029,19700,FORD,2015,WHITE,MISSISSIPPI
2030,15300,FORD,2015,SILVER,MASSACHUSETTS
2031,22000,FORD,2014,BLACK,MISSISSIPPI
2032,23999,FORD,2015,BLACK,NEW JERSEY
2033,16488,FORD,2015,GRAY,NEW YORK
2034,12784,FORD,2015,GRAY,NEW JERSEY
2035,23400,FORD,2015,BLACK,NEW JERSEY
2036,9705,FORD,2017,BLACK,ARKANSAS
2037,25999,FORD,2015,OXFORD WHITE,NEW JERSEY
2038,34977,FORD,2015,BLACK,PENNSYLVANIA
2039,19000,FORD,2015,INGOT SILVER METALLIC,NEW JERSEY
2040,15995,FORD,2015,BLACK,NEW YORK
2041,13487,FORD,2015,GRAY,NEW YORK
2042,18707,FORD,2015,WHITE,CONNECTICUT
2043,15290,FORD,2015,WHITE PLATINUM TRI-COAT METALLIC,NEW YORK
2044,15600,FORD,2015,BLACK,NEW YORK
2045,47000,FORD,2019,BLACK,ILLINOIS
2046,16080,FORD,2015,BLUE,CONNECTICUT
2047,50000,FORD,2019,WHITE,ILLINOIS
2048,15268,FORD,2015,BLACK,NEW YORK
2049,47500,FORD,2019,BLACK,ILLINOIS
2050,18497,FORD,2015,BLACK,MASSACHUSETTS
2051,10000,FORD,2019,SILVER,ILLINOIS
2052,19995,FORD,2015,RED,PENNSYLVANIA
2053,49000,FORD,2019,WHITE,ILLINOIS
2054,17150,FORD,2015,BLACK,NEW JERSEY
2055,45000,FORD,2019,BLACK,ILLINOIS
2056,14295,FORD,2015,GUARD,NEW JERSEY
2057,49000,FORD,2019,BLACK,ILLINOIS
2058,16190,FORD,2015,MAGNETIC METALLIC,NEW YORK
2059,49000,FORD,2019,BLACK,ILLINOIS
2060,17899,FORD,2015,MAGNETIC METALLIC,NEW YORK
2061,26000,FORD,2019,BLACK,ILLINOIS
2062,14000,FORD,2015,MAGNETIC METALLIC,NEW JERSEY
2063,15500,FORD,2019,GRAY,ILLINOIS
2064,16888,FORD,2015,BLACK,NEW YORK
2065,28000,FORD,2019,SILVER,ILLINOIS
2066,8305,FORD,2014,BLUE,ARKANSAS
2067,21822,FORD,2015,WHITE PLATINUM TRI-COAT METALLIC,NEW JERSEY
2068,15500,FORD,2019,RED,ILLINOIS
2069,12500,FORD,2015,BLUE,ARKANSAS
2070,15995,FORD,2015,BLUE,NEW YORK
2071,16000,FORD,2019,WHITE,ILLINOIS
2072,38200,FORD,2018,WHITE,NORTH CAROLINA
2073,12995,FORD,2015,BLACK,NEW YORK
2074,14488,FORD,2015,TUXEDO BLACK METALLIC,MASSACHUSETTS
2075,17500,FORD,2016,WHITE,FLORIDA
2076,21995,FORD,2015,BLUE,MASSACHUSETTS
2077,8500,FORD,2015,WHITE,FLORIDA
2078,16593,FORD,2015,TUXEDO BLACK METALLIC,MASSACHUSETTS
2079,13000,FORD,2017,BLACK,ILLINOIS
2080,14247,FORD,2015,BLUE,PENNSYLVANIA
2081,23500,FORD,2017,GRAY,ILLINOIS
2082,16999,FORD,2015,OXFORD WHITE,PENNSYLVANIA
2083,25000,FORD,2017,RED,ILLINOIS
2084,20159,FORD,2015,OXFORD WHITE,NEW JERSEY
2085,31000,FORD,2017,BLACK,ILLINOIS
2086,22500,FORD,2018,GRAY,COLORADO
2087,29500,FORD,2017,BLACK,ILLINOIS
2088,59900,FORD,2020,NO_COLOR,OHIO
2089,24000,FORD,2017,BLACK,ILLINOIS
2090,20500,FORD,2017,BLACK,ILLINOIS
